Order_ID,Date,Brand,Model_Name,Laptop_Type,City,State,Quantity,Unit_Price,Unit_Cost,Revenue,Profit
1075,2022-11-11,Acer,Nitro 5,Business,Chennai,Rajasthan,5,94476,70776,472380,118500
1076,2024-02-02,MSI,Stealth 15M,Business,Ahmedabad,Tamil Nadu,4,79478,56501,317912,91908
1077,2023-09-15,MSI,Stealth 15M,Workstation,Jaipur,Delhi,1,65373,43357,65373,22016
1078,2022-02-13,Apple,MacBook Pro 14,Ultrabook,Chandigarh,Gujarat,4,86966,65887,347864,84316
1079,2022-01-17,MSI,Katana GF66,Gaming,Kolkata,Gujarat,2,75602,62453,151204,26298
1080,2025-12-06,HP,Pavilion 14,Gaming,Chandigarh,Telangana,3,143362,108993,430086,103107
1081,2023-01-05,Samsung,Galaxy Book2,2-in-1,Bengaluru,Karnataka,5,55509,47135,277545,41870
1082,2022-03-03,Apple,MacBook Pro 14,Business,Bengaluru,Karnataka,3,65869,51139,197607,44190
1083,2025-02-17,Dell,Latitude 5420,Gaming,Jaipur,Maharashtra,5,118090,95976,590450,110570
1084,2022-10-07,Lenovo,Legion 5,Workstation,Jaipur,Karnataka,4,126638,89765,506552,147492
1085,2024-08-03,Lenovo,IdeaPad 3,Gaming,Ahmedabad,Telangana,1,131152,88955,131152,42197
1086,2025-12-03,MSI,GF63 Thin,Gaming,Chandigarh,Telangana,4,154616,109495,618464,180484
1087,2022-02-11,MSI,Stealth 15M,Gaming,Bengaluru,Tamil Nadu,3,174085,131939,522255,126438
1088,2023-04-04,Lenovo,Yoga Slim 7,Workstation,Bengaluru,Rajasthan,3,154404,127496,463212,80724
1089,2022-11-21,Asus,TUF F15,Gaming,Hyderabad,Delhi,3,94926,79775,284778,45453
1090,2023-08-01,Lenovo,Yoga Slim 7,2-in-1,Delhi,Gujarat,1,176436,121387,176436,55049
1091,2022-10-20,Asus,TUF F15,2-in-1,Mumbai,West Bengal,2,170939,118250,341878,105378
1092,2023-08-10,Dell,Inspiron 15,Ultrabook,Bengaluru,Tamil Nadu,1,116254,90586,116254,25668
1093,2024-09-06,MSI,Katana GF66,Student,Kolkata,Punjab,2,103750,72908,207500,61684
1094,2025-01-18,Samsung,Galaxy Book Pro,2-in-1,Chandigarh,Delhi,4,40509,30683,162036,39304
1095,2024-08-18,Apple,MacBook Pro 14,Gaming,Chennai,Karnataka,2,143554,100544,287108,86020
1096,2024-05-09,Lenovo,Yoga Slim 7,Gaming,Mumbai,West Bengal,4,74895,60194,299580,58804
1097,2025-10-19,Dell,G15,2-in-1,Chandigarh,Telangana,2,95027,77753,190054,34548
1098,2026-02-13,Samsung,Galaxy Book3,Business,Bengaluru,Maharashtra,4,150054,121213,600216,115364
1099,2024-04-21,Lenovo,IdeaPad 3,Student,Chennai,Karnataka,2,59337,42222,118674,34230
1100,2023-10-14,Asus,VivoBook 15,Student,Ahmedabad,Punjab,1,133283,99233,133283,34050
1101,2023-02-03,Lenovo,Legion 5,Business,Delhi,Gujarat,1,77911,55401,77911,22510
1102,2024-01-03,HP,Victus 16,Student,Chandigarh,Rajasthan,3,101332,71519,303996,89439
1103,2023-11-17,Dell,G15,2-in-1,Delhi,Punjab,3,138592,116724,415776,65604
1104,2026-01-28,Samsung,Galaxy Book2,Business,Kolkata,Gujarat,3,178561,136086,535683,127425
1105,2024-07-05,Samsung,Galaxy Book3,2-in-1,Hyderabad,Maharashtra,5,40687,27548,203435,65695
1106,2023-01-03,Samsung,Galaxy Book3,Gaming,Delhi,West Bengal,4,116536,86746,466144,119160
1107,2023-11-20,Acer,Swift 3,Ultrabook,Chennai,Punjab,4,163937,112812,655748,204500
1108,2023-06-11,Asus,VivoBook 15,2-in-1,Chandigarh,Maharashtra,5,92140,72376,460700,98820
1109,2022-08-14,Apple,MacBook Air M1,Student,Delhi,Rajasthan,4,142145,99830,568580,169260
1110,2025-09-27,Apple,MacBook Pro 14,Business,Bengaluru,Telangana,2,55913,42154,111826,27518
1111,2025-07-19,Lenovo,ThinkPad E14,Ultrabook,Delhi,Maharashtra,2,86433,68072,172866,36722
1112,2026-01-29,Dell,Inspiron 15,Gaming,Delhi,Gujarat,2,175406,130900,350812,89012
1113,2025-05-16,Dell,Inspiron 15,Workstation,Pune,Telangana,1,128164,98043,128164,30121
1114,2022-08-09,Apple,MacBook Air M1,Ultrabook,Kolkata,Karnataka,3,87225,66426,261675,62397
1115,2022-09-08,Dell,G15,Gaming,Bengaluru,Rajasthan,2,100480,85087,200960,30786
1116,2022-08-29,HP,Victus 16,Ultrabook,Chennai,Maharashtra,3,62120,51948,186360,30516
1117,2022-01-07,MSI,Katana GF66,2-in-1,Delhi,Maharashtra,2,151439,120769,302878,61340
1118,2025-08-06,Asus,ZenBook 14,2-in-1,Ahmedabad,Karnataka,5,139975,102303,699875,188360
1119,2025-12-07,MSI,Stealth 15M,Ultrabook,Pune,Telangana,5,117957,92695,589785,126310
1120,2022-09-23,HP,EliteBook 840,Workstation,Mumbai,Tamil Nadu,5,158302,119298,791510,195020
1121,2024-10-09,Lenovo,Legion 5,Workstation,Bengaluru,Punjab,1,91976,61660,91976,30316
1122,2024-07-20,Asus,ZenBook 14,Gaming,Kolkata,Karnataka,3,42636,31373,127908,33789
1123,2023-09-28,Lenovo,Yoga Slim 7,Student,Chennai,Karnataka,3,132386,99624,397158,98286
1124,2023-11-07,Apple,MacBook Pro 16,2-in-1,Pune,Punjab,5,155159,121057,775795,170510
1125,2023-07-02,Dell,Latitude 5420,Gaming,Jaipur,Maharashtra,1,108733,75405,108733,33328
1126,2022-07-30,Acer,Predator Helios 300,Student,Pune,Rajasthan,4,84646,60407,338584,96956
1127,2024-03-26,Apple,MacBook Pro 14,Gaming,Bengaluru,Karnataka,5,50387,40509,251935,49390
1128,2026-02-09,Dell,Inspiron 15,Ultrabook,Hyderabad,Telangana,3,87246,63599,261738,70941
1129,2025-09-25,Apple,MacBook Air M1,Ultrabook,Pune,Maharashtra,1,48594,33518,48594,15076
1130,2025-09-07,MSI,Katana GF66,2-in-1,Ahmedabad,Punjab,2,129885,88072,259770,83626
1131,2023-05-08,Apple,MacBook Air M2,Workstation,Delhi,Rajasthan,1,148733,116325,148733,32408
1132,2024-08-27,Asus,ROG Strix G15,Workstation,Bengaluru,Maharashtra,1,123900,83939,123900,39961
1133,2022-12-09,Samsung,Galaxy Book3,Ultrabook,Hyderabad,Gujarat,3,98039,74236,294117,71409
1134,2024-01-10,HP,EliteBook 840,Gaming,Kolkata,Telangana,1,156989,130192,156989,26797
1135,2024-01-06,Dell,Latitude 5420,2-in-1,Delhi,Telangana,5,169601,139800,848005,149005
1136,2025-05-22,Acer,Predator Helios 300,Workstation,Bengaluru,Maharashtra,4,163757,106661,655028,228384
1137,2024-10-26,Samsung,Galaxy Book Pro,Student,Pune,Rajasthan,1,112412,80195,112412,32217
1138,2023-10-17,Acer,Predator Helios 300,Gaming,Pune,Tamil Nadu,1,98508,77425,98508,21083
1139,2025-04-01,HP,Envy x360,Ultrabook,Ahmedabad,Rajasthan,2,166067,131197,332134,69740
1140,2023-04-30,Dell,XPS 13,Workstation,Jaipur,Maharashtra,4,131071,94258,524284,147252
1141,2026-02-16,Samsung,Galaxy Book2,Gaming,Bengaluru,Rajasthan,2,43034,30099,86068,25870
1142,2025-06-20,Acer,Predator Helios 300,2-in-1,Kolkata,Rajasthan,2,99222,69567,198444,59310
1143,2022-04-10,Samsung,Galaxy Book2,Gaming,Pune,Gujarat,1,109968,83674,109968,26294
1144,2023-10-06,MSI,GF63 Thin,Ultrabook,Pune,Telangana,2,160110,120919,320220,78382
1145,2024-12-25,HP,Envy x360,Business,Kolkata,Rajasthan,3,91157,72172,273471,56955
1146,2023-02-01,HP,Victus 16,2-in-1,Mumbai,Tamil Nadu,2,176809,121185,353618,111248
1147,2024-07-08,MSI,Katana GF66,Gaming,Pune,Punjab,4,140046,112746,560184,109200
1148,2025-04-12,Samsung,Galaxy Book Pro,Workstation,Chandigarh,Karnataka,4,96315,76227,385260,80352
1149,2025-10-09,Dell,Latitude 5420,Business,Bengaluru,Maharashtra,1,44908,29272,44908,15636
1150,2024-08-01,Dell,G15,Business,Kolkata,Delhi,1,159066,127843,159066,31223
1151,2022-03-01,HP,Envy x360,Business,Bengaluru,Telangana,2,86908,67840,173816,38136
1152,2025-11-19,Asus,TUF F15,Student,Chennai,Delhi,4,114176,91658,456704,90072
1153,2024-09-23,MSI,Katana GF66,Workstation,Bengaluru,Gujarat,1,147887,113240,147887,34647
1154,2025-01-21,Dell,Latitude 5420,Ultrabook,Chandigarh,West Bengal,2,82541,54869,165082,55344
1155,2023-08-26,Apple,MacBook Air M2,Workstation,Jaipur,Rajasthan,5,129564,107235,647820,111645
1156,2023-03-02,Samsung,Galaxy Book Pro,Student,Delhi,West Bengal,3,112120,77969,336360,102453
1157,2022-05-29,Asus,ROG Strix G15,Business,Kolkata,Karnataka,1,63284,45225,63284,18059
1158,2022-01-04,Acer,Predator Helios 300,Student,Hyderabad,Telangana,2,176183,142341,352366,67684
1159,2024-02-07,Asus,ZenBook 14,Student,Chandigarh,Punjab,3,119819,91379,359457,85320
1160,2024-11-06,Dell,Latitude 5420,Gaming,Mumbai,Maharashtra,5,156330,103511,781650,264095
1161,2024-05-15,Dell,G15,2-in-1,Chandigarh,Maharashtra,3,63268,44539,189804,56187
1162,2025-10-07,Asus,ROG Strix G15,Workstation,Kolkata,Karnataka,2,172020,117671,344040,108698
1163,2022-11-29,Apple,MacBook Pro 14,Business,Bengaluru,Delhi,5,158666,108768,793330,249490
1164,2022-05-05,Dell,Inspiron 15,Student,Jaipur,Delhi,5,73703,50786,368515,114585
1165,2025-09-06,Acer,Predator Helios 300,Student,Delhi,West Bengal,4,102084,79719,408336,89460
1166,2025-02-27,Asus,VivoBook 15,Gaming,Mumbai,Gujarat,2,121688,95487,243376,52402
1167,2026-01-24,Samsung,Galaxy Book2,Student,Chennai,Delhi,2,66304,50018,132608,32572
1168,2023-01-04,Asus,VivoBook 15,Ultrabook,Chandigarh,Rajasthan,4,179820,152501,719280,109276
1169,2023-12-19,Lenovo,Legion 5,Student,Ahmedabad,Rajasthan,4,170207,120950,680828,197028
1170,2023-11-09,Apple,MacBook Air M2,Gaming,Delhi,Punjab,1,102315,86596,102315,15719
1171,2025-04-06,Apple,MacBook Pro 16,Ultrabook,Kolkata,Gujarat,5,146789,115753,733945,155180
1172,2024-05-08,Acer,Predator Helios 300,Gaming,Bengaluru,West Bengal,2,147397,121255,294794,52284
1173,2022-01-01,Acer,Nitro 5,Ultrabook,Jaipur,Delhi,1,89194,61130,89194,28064
1174,2024-10-07,Acer,Predator Helios 300,Business,Pune,Delhi,1,104090,84821,104090,19269
1175,2022-02-11,Lenovo,ThinkPad E14,Student,Hyderabad,Telangana,5,169798,143579,848990,131095
1176,2025-04-19,Acer,Aspire 7,2-in-1,Hyderabad,Punjab,1,104124,77051,104124,27073
1177,2024-06-08,Dell,Inspiron 15,2-in-1,Ahmedabad,Gujarat,1,109825,90660,109825,19165
1178,2025-09-04,Acer,Swift 3,Ultrabook,Chennai,Telangana,2,113549,92713,227098,41672
1179,2023-08-17,Dell,G15,Student,Delhi,Punjab,1,121689,86298,121689,35391
1180,2025-11-10,Lenovo,IdeaPad 3,Business,Chennai,West Bengal,3,110254,76428,330762,101478
1181,2022-09-27,Asus,TUF F15,Student,Hyderabad,Delhi,2,123581,94165,247162,58832
1182,2023-03-14,MSI,Stealth 15M,Business,Chandigarh,Punjab,4,165056,131097,660224,135836
1183,2022-05-21,HP,Envy x360,Student,Ahmedabad,West Bengal,1,124232,104304,124232,19928
1184,2023-05-19,Lenovo,ThinkPad E14,Gaming,Delhi,Punjab,5,124110,87270,620550,184200
1185,2022-06-09,Samsung,Galaxy Book2,2-in-1,Ahmedabad,Telangana,2,159070,107150,318140,103840
1186,2022-05-06,HP,Pavilion 14,Workstation,Chandigarh,Punjab,5,133183,99931,665915,166260
1187,2022-11-18,Samsung,Galaxy Book Pro,Business,Jaipur,Tamil Nadu,3,143217,95608,429651,142827
1188,2024-11-17,Acer,Predator Helios 300,Ultrabook,Chennai,Telangana,2,158180,127185,316360,61990
1189,2022-01-13,HP,Victus 16,2-in-1,Bengaluru,Karnataka,3,105890,89930,317670,47880
1190,2023-04-14,MSI,Katana GF66,Workstation,Chandigarh,Gujarat,3,133076,99644,399228,100296
1191,2025-07-02,Acer,Swift 3,Ultrabook,Ahmedabad,Punjab,5,55656,37263,278280,91965
1192,2025-07-13,Acer,Aspire 7,Ultrabook,Chennai,Karnataka,1,175567,122496,175567,53071
1193,2022-02-15,Acer,Nitro 5,Workstation,Kolkata,Rajasthan,4,49519,40136,198076,37532
1194,2022-12-12,Apple,MacBook Pro 16,2-in-1,Jaipur,Telangana,5,56478,45376,282390,55510
1195,2022-12-01,Samsung,Galaxy Book Pro,Workstation,Kolkata,Tamil Nadu,4,96112,76684,384448,77712
1196,2023-06-17,Acer,Swift 3,Ultrabook,Jaipur,Telangana,2,66091,43136,132182,45910
1197,2024-05-30,Acer,Aspire 7,Gaming,Chandigarh,Delhi,4,53414,43545,213656,39476
1198,2023-05-07,Samsung,Galaxy Book2,2-in-1,Pune,Rajasthan,4,148327,99688,593308,194556
1199,2024-08-17,MSI,GF63 Thin,Workstation,Pune,Punjab,4,130151,92495,520604,150624
1200,2025-04-24,HP,Victus 16,2-in-1,Hyderabad,Telangana,1,90555,71642,90555,18913
1201,2024-01-27,Acer,Swift 3,Student,Jaipur,West Bengal,5,126385,97001,631925,146920
1202,2023-04-08,Lenovo,IdeaPad 3,Ultrabook,Pune,Punjab,2,135424,100595,270848,69658
1203,2023-07-30,Acer,Nitro 5,Workstation,Mumbai,Maharashtra,5,88333,73776,441665,72785
1204,2024-08-24,MSI,GF63 Thin,Student,Delhi,Telangana,1,89266,66950,89266,22316
1205,2023-08-07,Samsung,Galaxy Book Pro,Gaming,Bengaluru,Tamil Nadu,5,79599,56184,397995,117075
1206,2023-10-16,HP,EliteBook 840,Ultrabook,Jaipur,Rajasthan,2,63378,50023,126756,26710
1207,2022-09-26,Samsung,Galaxy Book2,Gaming,Kolkata,Telangana,4,157321,124540,629284,131124
1208,2023-05-23,Dell,Inspiron 15,Student,Hyderabad,Rajasthan,4,43857,30928,175428,51716
1209,2024-03-08,MSI,Katana GF66,Student,Bengaluru,West Bengal,5,143289,100819,716445,212350
1210,2023-12-19,Acer,Nitro 5,Gaming,Mumbai,Tamil Nadu,2,174884,141053,349768,67662
1211,2023-03-02,Lenovo,Legion 5,2-in-1,Hyderabad,Tamil Nadu,5,122186,84357,610930,189145
1212,2024-10-03,Acer,Predator Helios 300,2-in-1,Hyderabad,Punjab,2,156935,131691,313870,50488
1213,2023-01-04,Acer,Predator Helios 300,Student,Chandigarh,Rajasthan,4,48767,40646,195068,32484
1214,2025-04-07,Samsung,Galaxy Book3,Ultrabook,Kolkata,Telangana,3,90897,67463,272691,70302
1215,2024-11-24,Acer,Predator Helios 300,Student,Kolkata,Telangana,3,45324,30785,135972,43617
1216,2024-07-10,Lenovo,ThinkPad E14,Gaming,Ahmedabad,West Bengal,4,141365,105272,565460,144372
1217,2025-04-03,Dell,Latitude 5420,Business,Kolkata,Delhi,5,50597,35274,252985,76615
1218,2025-12-01,Acer,Nitro 5,Business,Mumbai,Delhi,5,112007,76638,560035,176845
1219,2025-08-12,Acer,Predator Helios 300,2-in-1,Mumbai,Telangana,2,141859,116332,283718,51054
1220,2025-04-22,HP,Envy x360,Ultrabook,Kolkata,Delhi,1,98468,82305,98468,16163
1221,2022-08-25,Apple,MacBook Pro 16,2-in-1,Chandigarh,Tamil Nadu,5,140940,113846,704700,135470
1222,2025-03-28,Samsung,Galaxy Book3,Workstation,Ahmedabad,Telangana,3,53899,45052,161697,26541
1223,2023-02-24,Samsung,Galaxy Book Pro,2-in-1,Pune,Maharashtra,2,82649,56195,165298,52908
1224,2022-03-13,Lenovo,Yoga Slim 7,Gaming,Chennai,Punjab,3,106724,78980,320172,83232
1225,2023-01-25,HP,Envy x360,Business,Chandigarh,Tamil Nadu,1,168709,114369,168709,54340
1226,2025-07-18,Dell,XPS 13,Ultrabook,Hyderabad,Karnataka,4,135173,91812,540692,173444
1227,2024-09-14,Acer,Swift 3,Student,Bengaluru,Maharashtra,4,161086,112987,644344,192396
1228,2025-12-12,Samsung,Galaxy Book2,Ultrabook,Delhi,Gujarat,3,166701,118232,500103,145407
1229,2025-05-11,Asus,ROG Strix G15,2-in-1,Chandigarh,Maharashtra,4,91404,64152,365616,109008
1230,2022-01-06,Apple,MacBook Pro 16,2-in-1,Kolkata,Maharashtra,5,105310,68605,526550,183525
1231,2022-11-15,Dell,G15,Business,Kolkata,Rajasthan,2,92160,65439,184320,53442
1232,2022-06-24,HP,Victus 16,Workstation,Delhi,Telangana,1,157865,116697,157865,41168
1233,2026-02-05,Acer,Swift 3,2-in-1,Hyderabad,Gujarat,2,166669,109882,333338,113574
1234,2023-05-10,Asus,ROG Strix G15,Business,Pune,West Bengal,1,138035,116306,138035,21729
1235,2025-04-06,MSI,GF63 Thin,Business,Jaipur,Rajasthan,1,68701,45219,68701,23482
1236,2022-11-26,Acer,Predator Helios 300,2-in-1,Bengaluru,Tamil Nadu,4,129696,84585,518784,180444
1237,2024-01-20,Samsung,Galaxy Book Pro,Business,Bengaluru,Tamil Nadu,4,126994,87918,507976,156304
1238,2023-01-13,Lenovo,ThinkPad E14,2-in-1,Kolkata,Gujarat,4,65569,51913,262276,54624
1239,2023-05-03,Apple,MacBook Pro 16,2-in-1,Mumbai,Rajasthan,2,128120,104194,256240,47852
1240,2023-08-14,Samsung,Galaxy Book2,2-in-1,Chennai,West Bengal,4,72834,53341,291336,77972
1241,2023-11-14,Dell,Inspiron 15,2-in-1,Hyderabad,Tamil Nadu,1,53743,39339,53743,14404
1242,2022-11-27,Apple,MacBook Air M2,Student,Delhi,Gujarat,5,69166,57009,345830,60785
1243,2023-01-10,HP,Envy x360,2-in-1,Ahmedabad,Maharashtra,3,81818,58290,245454,70584
1244,2026-01-14,MSI,GF63 Thin,Student,Hyderabad,Delhi,2,137973,92542,275946,90862
1245,2022-11-08,Samsung,Galaxy Book Pro,Student,Ahmedabad,Punjab,5,52971,40193,264855,63890
1246,2025-02-22,Apple,MacBook Air M2,Student,Ahmedabad,Tamil Nadu,3,70070,48706,210210,64092
1247,2022-03-31,Lenovo,Yoga Slim 7,2-in-1,Ahmedabad,Tamil Nadu,4,102651,78290,410604,97444
1248,2024-06-11,Samsung,Galaxy Book3,Workstation,Chennai,Gujarat,2,154503,108167,309006,92672
1249,2025-10-27,Apple,MacBook Pro 16,Workstation,Bengaluru,Maharashtra,3,94013,62129,282039,95652
1250,2025-07-10,Acer,Predator Helios 300,Business,Bengaluru,Maharashtra,1,132107,87610,132107,44497
1251,2024-10-09,HP,EliteBook 840,Gaming,Pune,Telangana,4,166747,123814,666988,171732
1252,2022-12-22,Dell,XPS 13,Gaming,Pune,Gujarat,3,76166,60162,228498,48012
1253,2025-10-25,Lenovo,IdeaPad 3,Student,Bengaluru,Telangana,4,170050,129703,680200,161388
1254,2024-07-13,Acer,Predator Helios 300,Gaming,Chennai,Delhi,4,70251,52337,281004,71656
1255,2022-07-02,Apple,MacBook Air M1,Student,Pune,Rajasthan,2,114446,77156,228892,74580
1256,2023-10-02,Lenovo,IdeaPad 3,Business,Delhi,Rajasthan,5,136035,111433,680175,123010
1257,2022-07-28,HP,Pavilion 14,Workstation,Mumbai,Punjab,4,40920,27381,163680,54156
1258,2025-03-08,MSI,Katana GF66,Student,Ahmedabad,West Bengal,4,148781,107706,595124,164300
1259,2025-04-02,HP,Pavilion 14,Workstation,Kolkata,Tamil Nadu,2,82403,60185,164806,44436
1260,2023-05-25,Lenovo,Yoga Slim 7,Workstation,Mumbai,Tamil Nadu,2,80843,67218,161686,27250
1261,2025-01-26,Lenovo,IdeaPad 3,Workstation,Delhi,Maharashtra,2,108456,74128,216912,68656
1262,2022-04-16,HP,Pavilion 14,Gaming,Ahmedabad,West Bengal,5,172518,123418,862590,245500
1263,2023-02-07,Acer,Aspire 7,Student,Jaipur,Delhi,2,131513,91727,263026,79572
1264,2023-11-11,MSI,GF63 Thin,2-in-1,Bengaluru,West Bengal,1,51585,34564,51585,17021
1265,2025-12-10,Samsung,Galaxy Book2,Workstation,Delhi,West Bengal,3,84092,61126,252276,68898
1266,2022-09-28,Lenovo,Legion 5,Student,Kolkata,Telangana,4,168608,139381,674432,116908
1267,2022-09-05,Lenovo,ThinkPad E14,2-in-1,Chandigarh,Gujarat,5,60061,47368,300305,63465
1268,2023-09-12,Samsung,Galaxy Book2,Student,Bengaluru,Telangana,2,107339,73216,214678,68246
1269,2023-08-09,MSI,GF63 Thin,Ultrabook,Pune,West Bengal,2,62321,51917,124642,20808
1270,2024-05-09,Dell,Inspiron 15,Business,Chennai,Punjab,5,146288,95270,731440,255090
1271,2024-04-13,Asus,ROG Strix G15,2-in-1,Bengaluru,Punjab,3,69498,45629,208494,71607
1272,2023-12-20,Asus,TUF F15,Ultrabook,Hyderabad,Rajasthan,4,134885,100767,539540,136472
1273,2025-01-05,Asus,VivoBook 15,Workstation,Chandigarh,Gujarat,5,79986,58727,399930,106295
1274,2023-01-22,Apple,MacBook Pro 16,Workstation,Kolkata,Maharashtra,4,51024,34294,204096,66920
1275,2024-08-28,Dell,Latitude 5420,Gaming,Bengaluru,Gujarat,5,150923,101283,754615,248200
1276,2025-12-10,Samsung,Galaxy Book2,Gaming,Chandigarh,Karnataka,2,107748,78384,215496,58728
1277,2023-07-25,HP,Envy x360,Gaming,Delhi,Rajasthan,2,84622,61778,169244,45688
1278,2022-11-19,Apple,MacBook Pro 14,Workstation,Chandigarh,Gujarat,2,155798,123664,311596,64268
1279,2023-06-24,Apple,MacBook Pro 14,2-in-1,Kolkata,Karnataka,4,135185,107350,540740,111340
1280,2024-07-25,Lenovo,Legion 5,2-in-1,Delhi,Maharashtra,2,140896,112544,281792,56704
1281,2022-12-06,MSI,GF63 Thin,Student,Pune,West Bengal,5,65631,42835,328155,113980
1282,2022-05-22,Lenovo,IdeaPad 3,Ultrabook,Delhi,Telangana,1,53114,36255,53114,16859
1283,2022-07-22,Acer,Predator Helios 300,Ultrabook,Delhi,Karnataka,4,73201,61117,292804,48336
1284,2026-02-01,Acer,Nitro 5,Student,Hyderabad,West Bengal,3,137214,114971,411642,66729
1285,2024-11-17,HP,Victus 16,Gaming,Mumbai,Telangana,2,175909,116372,351818,119074
1286,2022-03-30,Acer,Swift 3,Student,Hyderabad,Delhi,1,140662,91450,140662,49212
1287,2024-05-30,Acer,Predator Helios 300,Student,Ahmedabad,Tamil Nadu,5,140668,103415,703340,186265
1288,2024-10-16,MSI,GF63 Thin,2-in-1,Chandigarh,Tamil Nadu,3,85757,55771,257271,89958
1289,2024-11-08,Lenovo,IdeaPad 3,Student,Chennai,Maharashtra,1,152244,117986,152244,34258
1290,2025-02-20,Acer,Nitro 5,Gaming,Hyderabad,Karnataka,1,53281,40458,53281,12823
1291,2024-11-09,Samsung,Galaxy Book3,2-in-1,Delhi,Telangana,4,42219,28663,168876,54224
1292,2022-03-18,Lenovo,IdeaPad 3,Student,Hyderabad,Maharashtra,2,160185,106959,320370,106452
1293,2023-11-11,HP,Pavilion 14,Ultrabook,Bengaluru,Karnataka,1,91286,77355,91286,13931
1294,2024-09-28,Asus,ROG Strix G15,Workstation,Ahmedabad,Delhi,1,111986,94428,111986,17558
1295,2025-03-19,Acer,Aspire 7,Business,Kolkata,Tamil Nadu,2,173012,133659,346024,78706
1296,2024-02-17,MSI,GF63 Thin,2-in-1,Bengaluru,Rajasthan,1,137040,103680,137040,33360
1297,2025-10-25,HP,Pavilion 14,Student,Bengaluru,West Bengal,2,88500,74905,177000,27190
1298,2025-10-13,Acer,Predator Helios 300,Business,Chennai,Gujarat,4,173513,116199,694052,229256
1299,2025-07-30,MSI,GF63 Thin,Gaming,Kolkata,Telangana,3,158282,117134,474846,123444
1300,2024-09-08,Acer,Aspire 7,Gaming,Mumbai,Delhi,5,49549,39463,247745,50430
1301,2023-01-13,Asus,ZenBook 14,Student,Kolkata,Tamil Nadu,5,58927,40228,294635,93495
1302,2022-07-16,Acer,Predator Helios 300,Workstation,Chandigarh,Tamil Nadu,5,140471,109228,702355,156215
1303,2024-12-23,Lenovo,ThinkPad E14,Ultrabook,Chennai,Maharashtra,1,92662,62201,92662,30461
1304,2023-10-11,Dell,XPS 13,Ultrabook,Kolkata,Delhi,4,128085,92436,512340,142596
1305,2023-07-12,Lenovo,Legion 5,Ultrabook,Bengaluru,West Bengal,5,176841,131316,884205,227625
1306,2023-03-22,Dell,Inspiron 15,Business,Pune,Delhi,4,57068,42268,228272,59200
1307,2022-02-09,Acer,Swift 3,Student,Ahmedabad,West Bengal,4,112935,79367,451740,134272
1308,2023-05-20,MSI,Stealth 15M,Student,Chandigarh,Delhi,4,172627,117480,690508,220588
1309,2025-07-31,Lenovo,ThinkPad E14,Student,Hyderabad,Karnataka,3,169782,143255,509346,79581
1310,2022-02-06,Lenovo,IdeaPad 3,Business,Bengaluru,Karnataka,3,58754,38549,176262,60615
1311,2023-04-19,Asus,VivoBook 15,Gaming,Pune,Maharashtra,2,164525,130391,329050,68268
1312,2024-07-15,Lenovo,Legion 5,Student,Kolkata,Karnataka,5,77098,61257,385490,79205
1313,2024-03-30,Apple,MacBook Pro 14,2-in-1,Chandigarh,Telangana,2,47322,37396,94644,19852
1314,2023-07-13,Asus,ROG Strix G15,Workstation,Hyderabad,Gujarat,3,171604,137339,514812,102795
1315,2025-08-31,HP,EliteBook 840,Student,Chennai,Gujarat,4,114749,80927,458996,135288
1316,2022-08-16,Asus,VivoBook 15,Student,Ahmedabad,West Bengal,5,161827,137491,809135,121680
1317,2026-01-12,Lenovo,Legion 5,Business,Kolkata,Telangana,4,53161,38157,212644,60016
1318,2025-04-03,HP,Pavilion 14,Business,Jaipur,Rajasthan,5,78859,54335,394295,122620
1319,2022-06-17,Samsung,Galaxy Book3,2-in-1,Chennai,Delhi,5,40861,33680,204305,35905
1320,2022-09-06,HP,Envy x360,Student,Hyderabad,Rajasthan,3,165858,136725,497574,87399
1321,2023-01-10,Asus,ROG Strix G15,Business,Mumbai,Rajasthan,5,156257,120370,781285,179435
1322,2022-03-20,Dell,XPS 13,Gaming,Jaipur,Karnataka,4,54696,38694,218784,64008
1323,2022-06-26,MSI,GF63 Thin,Gaming,Hyderabad,Tamil Nadu,2,110677,78640,221354,64074
1324,2022-03-10,Asus,ROG Strix G15,2-in-1,Hyderabad,Gujarat,4,158305,128538,633220,119068
1325,2024-08-01,Samsung,Galaxy Book3,Workstation,Kolkata,Tamil Nadu,5,173651,129203,868255,222240
1326,2024-04-18,Acer,Swift 3,Gaming,Ahmedabad,West Bengal,5,87601,73232,438005,71845
1327,2022-09-20,Lenovo,ThinkPad E14,Student,Delhi,Gujarat,4,154866,109703,619464,180652
1328,2023-03-17,Acer,Predator Helios 300,Business,Chandigarh,Rajasthan,4,65149,47560,260596,70356
1329,2025-11-26,Apple,MacBook Pro 16,Business,Bengaluru,Karnataka,3,146465,108596,439395,113607
1330,2025-11-29,Acer,Nitro 5,Student,Chennai,Tamil Nadu,2,177979,116216,355958,123526
1331,2023-02-01,HP,EliteBook 840,Business,Bengaluru,Gujarat,1,123697,99357,123697,24340
1332,2024-12-09,Apple,MacBook Pro 16,Ultrabook,Mumbai,Delhi,1,148182,96466,148182,51716
1333,2022-01-16,Asus,ZenBook 14,2-in-1,Hyderabad,Tamil Nadu,2,109158,71770,218316,74776
1334,2023-04-23,Dell,G15,Business,Chandigarh,Maharashtra,5,151211,100668,756055,252715
